3,0.25
4,0.615
5,0.28875
6,0.4575
7,0.16
8,0.6025
9,0.43
10,0.855
11,0.465
12,0.86
13,0.605
14,0.32583333333333336
17,0.20800000000000002
18,0.455
19,0.592076048951049
20,0.5313228438228438
24,0.215
25,0.745
26,0.455
27,0.575
28,0.3625
29,0.28
30,0.205
32,0.45083333333333336
33,0.3527272727272727
34,0.36875
35,0.66875
37,0.26833333333333337
38,0.6816666666666665
39,0.5715833333333332
40,0.585
41,0.6991666666666666
43,0.475
45,0.5933333333333334
46,0.42
47,0.56
48,0.643375
49,0.5794285714285714
51,0.57
53,0.255
54,0.835
55,0.525
56,0.485
57,0.53125
58,0.865
59,0.76
60,0.785
62,0.695
64,0.835
65,0.25166666666666665
66,0.565
67,0.17
68,0.45
70,0.705
71,0.355
72,0.8371666666666667
73,0.639
74,0.565
75,0.38416666666666666
76,0.692063492063492
77,0.9275
79,0.295
80,0.415
81,0.467
82,0.48
83,0.5341666666666667
84,0.4775
86,0.175
87,0.14166666666666666
88,0.675
89,0.4925
90,0.465
91,0.795
92,0.55
93,0.45899999999999996
94,0.414
95,0.55
96,0.345
97,0.87
98,0.28875
99,0.715
101,0.275
102,0.88
103,0.765
105,0.875
106,0.755
108,0.76
109,0.358
110,0.68
111,0.71
112,0.26
114,0.405
115,0.52
116,0.515
117,0.755
119,0.85
121,0.895
122,0.4833333333333333
123,0.4504166666666667
124,0.925
125,0.455
126,0.19833333333333333
127,0.53
128,0.815
130,0.3206428571428572
131,0.305
132,0.65
133,0.24
134,0.13
135,0.37174999999999997
136,0.53
137,0.345
138,0.6575
140,0.4790833333333333
141,0.2546666666666667
142,0.38
143,0.2109464285714286
145,0.37381547619047645
147,0.34401190476190485
148,0.871211038961039
149,0.5022619047619048
150,0.6670833333333333
152,0.5142857142857143
155,0.715
156,0.3725
157,0.065
158,0.265
159,0.185
160,0.4375
161,0.49
162,0.14
163,0.55
164,0.40333333333333327
165,0.285
166,0.44333333333333336
167,0.21
168,0.78
173,0.39162499999999995
174,0.075
177,0.025
178,0.085
179,0.01
181,0.7
182,0.4
183,0.4175
184,0.3708333333333333
185,0.525
186,0.125
187,0.2833333333333333
188,0.26
189,0.953
190,0.785
191,0.725
193,0.79
194,0.5833333333333333
195,0.6975
196,0.57
198,0.18583333333333335
199,0.74
200,0.665
201,0.6783333333333332
204,0.69
205,0.3
206,0.23
207,0.2425
210,0.695
212,0.5
216,0.715
217,0.5925
219,0.4075
220,0.615
