va,organism,molregno,tid,canonical_smiles,pref_name,chembl_id
[30000.0],Homo sapiens,565734,169,O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1,,CHEMBL562926
[91000.0],Cavia porcellus,1480085,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)C)C1c1csc(-c2ccc(Cl)cc2)n1,,CHEMBL2262247
[3.3],Oryctolagus cuniculus,128009,17056,CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)C1c1cccc([N+](=O)[O-])c1,,CHEMBL81326
[140.0],Oryctolagus cuniculus,263011,17056,CO/C(O)=C1\C(C)=Nc2ccccc2SC1c1cccc([N+](=O)[O-])c1,,CHEMBL158853
[27000.0],Homo sapiens,2763014,169,C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1,,CHEMBL5191783
[51.0],Oryctolagus cuniculus,626912,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(OC)cc2)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1099071
[2.79],Rattus norvegicus,358192,10514,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,SIBUTRAMINE,CHEMBL1419
[0.182],Cavia porcellus,1473484,106600,CC1=C(C(=O)OCCc2ccccc2)C(c2nc[nH]c2Cl)C(C(=O)OCCc2ccccc2)=C(C)N1,,CHEMBL2237950
[100000.0],Homo sapiens,410802,169,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,SILDENAFIL,CHEMBL192
[600.0],Oryctolagus cuniculus,678217,17056,CCCCN(CCCC)CCCOc1ccc(-c2cn3cccc(C)c3n2)cc1.Cl.Cl.Cl,,CHEMBL1204266
[14840.0],Oryctolagus cuniculus,1568937,17056,CCOC(=O)N1C(=O)NC(C(C)C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,,CHEMBL2398416
[3.6],Oryctolagus cuniculus,128406,17056,CC1=NC(C)=C(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)C(c2ccccc2C(F)(F)F)/C1=C(\O)OCC1CCCCO1,,CHEMBL312276
[100000.0],Oryctolagus cuniculus,1560293,17056,O=C1CC(=O)N([C@H]2CCC[C@@H]2O)C(=O)N1CCc1cccc(Cl)c1,,CHEMBL2380890
[3200.0],Homo sapiens,857373,169,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,,CHEMBL1433489
[1320.0],Homo sapiens,5970,169,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,THIORIDAZINE,CHEMBL479
[125000.0],Homo sapiens,921,169,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,PHENYTOIN,CHEMBL16
[3600.0],Homo sapiens,2102962,169,Cc1ccc(C2(CCN3CCN(C)CC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,,CHEMBL3893591
[500.0],Oryctolagus cuniculus,1568925,17056,COC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,,CHEMBL2398404
[6110.0],Oryctolagus cuniculus,1568916,17056,COC(=O)C1=C(C)OC(NC(C)=O)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,CHEMBL2398395
[3.05],Cavia porcellus,1471726,106600,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCc2ccccc2)C1c1cnc(SC)n1Nc1ccccc1,,CHEMBL2236209
[466000.0],Homo sapiens,8738,169,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21,ISOBUTYLMETHYLXANTHINE,CHEMBL275084
[79432.8],Homo sapiens,2471693,169,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,GSK620,CHEMBL4635134
[333000.0],Homo sapiens,1819705,169,COc1cnc2ccc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,,CHEMBL3355575
[156.0],Homo sapiens,1959799,169,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H](OCc2ccccc2)c2cc(F)ccc2[C@@H]1C(C)C,,CHEMBL3608941
[93600.0],Homo sapiens,2522922,169,Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1,,CHEMBL4786331
[30000.0],Homo sapiens,2069107,169,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2cccc(=O)n21,,CHEMBL3763934
[80.0],Cavia porcellus,1972659,106600,CC1=C(C(=O)OC(C)C)[C@H](c2cccc3nonc23)C([N+](=O)[O-])=C(C)N1,,CHEMBL3638032
[100000.0],Oryctolagus cuniculus,1560450,17056,CC1(C)[C@@H]2CC[C@H](CN3C(=O)CC(=O)N(CCc4ccc(Cl)cc4)C3=O)[C@H]1C2,,CHEMBL2381045
[15.0],Oryctolagus cuniculus,627597,17056,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(F)c1F,,CHEMBL1099188
[3000.0],Homo sapiens,562243,169,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1,,CHEMBL552061
[100000.0],Mus musculus,1972675,10513,CCN1CCC(CC(NC(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(F)cc2)CC1.Cl,,CHEMBL3638048
[100000.0],Homo sapiens,1587951,169,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,,CHEMBL2441437
[34600.0],Oryctolagus cuniculus,1560294,17056,CO[C@H]1CCC[C@@H]1N1C(=O)CC(=O)N(CCc2cccc(Cl)c2)C1=O,,CHEMBL2380891
[436.52],Cavia porcellus,1470003,106600,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1[nH]cnc1Cl,,CHEMBL2234503
[74730.0],Rattus norvegicus,37446,10514,Oc1c(CN2CCCC2)cc(Nc2ncnc3ccccc23)cc1CN1CCCC1,CHANGROLIN,CHEMBL26791
[30000.0],Homo sapiens,558582,169,O=C(NC1CC1c1ccccc1)N1CCC(n2ccnn2)CC1,,CHEMBL564975
[17000.0],Cavia porcellus,418483,106600,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,FENDILINE,CHEMBL254832
[350.0],Oryctolagus cuniculus,1568936,17056,COC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,CHEMBL2398415
[142.0],Rattus norvegicus,19569,10514,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,TERFENADINE,CHEMBL17157
[70800.0],Rattus norvegicus,2832055,10514,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O,AJMALINE,CHEMBL5314404
[22.0],Oryctolagus cuniculus,626977,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cccc(F)c2)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1097157
[44000.0],Homo sapiens,1278,169,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,DILTIAZEM,CHEMBL23
[30000.0],Homo sapiens,2414419,169,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CF)O[C@@H]2S1,,CHEMBL4543991
[2200.0],Homo sapiens,2139930,169,Cc1ccc(C2(CCN(C)C)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,,CHEMBL3930559
[70.79],Cavia porcellus,1474103,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccccc2)C1c1[nH]cnc1Cl,,CHEMBL2238562
[30000.0],Homo sapiens,575387,169,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,,CHEMBL569185
[230.0],Rattus norvegicus,225987,10514,COc1ccc(OCCN(C)CCCN2C(=O)CSC2c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,,CHEMBL137172
[426.0],Homo sapiens,1959802,169,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H](O)c2cc(F)ccc2[C@@H]1C(C)C,,CHEMBL3608943
[1940.0],Homo sapiens,2156343,169,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1,,CHEMBL3946972
[49.0],Oryctolagus cuniculus,627106,17056,CCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1097285
[3500.0],Oryctolagus cuniculus,1560416,17056,CC1(C)CCC[C@@H]1N1C(=O)CC(=O)N(CCc2cccc(Cl)c2)C1=O,,CHEMBL2381011
[21000.0],Homo sapiens,1370,169,CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27
[13300.0],Homo sapiens,2775462,169,C[C@]1(CN2Cc3nc(-c4ccc(F)cc4)sc3C2)Cn2cc([N+](=O)[O-])nc2O1,,CHEMBL5204231
[610.0],Rattus norvegicus,46474,10514,CCCCC(=O)OC1=C(c2ccccc2)Sc2ccccc2-n2cccc21,,CHEMBL416040
[19000.0],Homo sapiens,2208830,169,C[C@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,,CHEMBL4068919
[760.0],Rattus norvegicus,226258,10514,CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1,,CHEMBL137009
[500.0],Oryctolagus cuniculus,1568939,17056,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)N(C(=O)C(C)C)C(=O)N1,,CHEMBL2398418
[9870.0],Oryctolagus cuniculus,1568926,17056,COC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,,CHEMBL2398405
[3900.0],Homo sapiens,2182981,169,CC1CC(c2ccccc2)=NN1C(=O)Nc1ccc(F)cc1,,CHEMBL3973610
[794328.0],Homo sapiens,33307,169,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,SILODOSIN,CHEMBL24778
[98000.0],Homo sapiens,38580,169,Cc1ccc(C(C)C)cc1O,CARVACROL,CHEMBL281202
[6000.0],Oryctolagus cuniculus,676772,17056,CCCCN(CCCC)CCCOc1ccc(C(=O)c2cn3cccc(C)c3n2)cc1.Cl,,CHEMBL1202821
[93.33],Cavia porcellus,1470006,106600,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccccc2)C1c1[nH]cnc1Cl,,CHEMBL2234506
[19820.0],Homo sapiens,255477,169,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,QUINIDINE,CHEMBL1294
[69.0],Oryctolagus cuniculus,627514,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(-c3ccccc3)cc2)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1095532
[30000.0],Homo sapiens,567521,169,O=C(NC1CC1c1ccccc1)N1CCC(n2cccn2)CC1,,CHEMBL559101
[16000.0],Homo sapiens,2565063,169,COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,,CHEMBL4871292
[1800.0],Homo sapiens,38833,169,CNC1(c2ccccc2Cl)CCCCC1=O,KETAMINE,CHEMBL742
[16120.0],Rattus norvegicus,54051,10514,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,BROMPHENIRAMINE,CHEMBL811
[17.0],Homo sapiens,78582,169,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,GALLOPAMIL,CHEMBL51149
[107.0],Oryctolagus cuniculus,486789,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,ISRADIPINE,CHEMBL1648
[10600.0],Cavia porcellus,18694,106600,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CELECOXIB,CHEMBL118
[7000.0],Homo sapiens,1990407,169,COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ncc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,,CHEMBL3657536
[115.0],Oryctolagus cuniculus,626736,17056,COCC1=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC)=C(C)N1,,CHEMBL1094404
[30000.0],Homo sapiens,2739526,169,C[C@H](CC[C@](C)(O)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,DALZANEMDOR,CHEMBL5095095
[5400.0],Homo sapiens,2223,169,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,FLUOXETINE,CHEMBL41
[64.5],Oryctolagus cuniculus,127291,17056,CCCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)C1c1cccc([N+](=O)[O-])c1,,CHEMBL78396
[3100.0],Oryctolagus cuniculus,676775,17056,CCCCN(CCCC)CCCOc1ccc(-c2cn3c(n2)sc2ccccc23)cc1.Cl.Cl,,CHEMBL1202824
[91.2],Cavia porcellus,1474102,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccccc2)C1c1[nH]cnc1Cl,,CHEMBL2238561
[57600.0],Oryctolagus cuniculus,1560313,17056,CC(C)c1ccc(CCN2C(=O)CC(=O)N(C3CCCC3)C2=O)cc1,,CHEMBL2380909
[48100.0],Oryctolagus cuniculus,1560295,17056,CC(=O)O[C@H]1CCC[C@@H]1N1C(=O)CC(=O)N(CCc2cccc(Cl)c2)C1=O,,CHEMBL2380892
[35900.0],Cavia porcellus,1471146,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cc(=O)cc(C)o1,,CHEMBL2235635
[20000.0],Homo sapiens,1345513,169,C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,,CHEMBL2035983
[5400.0],Rattus norvegicus,1562120,10514,C[C@@H]1CN(C(c2ccccc2)c2ccccc2)[C@H](CCCCO)CN1,,CHEMBL2385364
[7620.0],Cavia porcellus,1480094,106600,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)c2ccccc2)C1c1csc(-c2ccc(Cl)cc2)n1,,CHEMBL2262256
[0.04571],Cavia porcellus,1473489,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccccc2)C1c1nc(CC)[nH]c1Cl,,CHEMBL2237955
[13920.0],Oryctolagus cuniculus,1568945,17056,CCOC(=O)N1C(=O)N(C(=O)OCC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC)=C1C,,CHEMBL2398424
[1.738],Cavia porcellus,1473485,106600,CC1=C(C(=O)OCCCc2ccccc2)C(c2nc[nH]c2Cl)C(C(=O)OCCCc2ccccc2)=C(C)N1,,CHEMBL2237951
[398107.0],Homo sapiens,663629,169,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,PALONOSETRON,CHEMBL1189679
[1.42],Rattus norvegicus,419596,10514,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,CHEMBL193
[100000.0],Oryctolagus cuniculus,1560431,17056,C[C@H]1[C@H](N2C(=O)CC(=O)N(CCc3cccc(Cl)c3)C2=O)C[C@@H]2C[C@H]1C2(C)C,,CHEMBL2381026
[1.69],Cavia porcellus,1471742,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cnc(SC)n1Nc1ccccc1,,CHEMBL2236225
[5920.0],Cavia porcellus,1480078,106600,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1csc(-c2ccc(Cl)cc2)n1,,CHEMBL2262240
[8.0],Oryctolagus cuniculus,627386,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(Cl)cc2)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1096841
[500.0],Oryctolagus cuniculus,676770,17056,CCCCN(CCCC)CCCOc1ccc(C(=O)c2cnc3c(C)cccn23)cc1.Cl,,CHEMBL1202819
[19000.0],Cavia porcellus,1480072,106600,CC1=C(C(=O)OC2CCCC2)C(c2csc(-c3ccc(Cl)cc3)n2)C(C(=O)OC2CCCC2)=C(C)N1,,CHEMBL2262234
[9.0],Cavia porcellus,1378600,106600,C=CCN1CCN(CC(C)(C)COC(=O)C2=C(C)NC(C)=C(C(=O)OC)C2c2cccc([N+](=O)[O-])c2)CC1,IGANIDIPINE,CHEMBL2106330
[54970.0],Oryctolagus cuniculus,1568933,17056,COC(=O)C1=C(C)NC(=S)NC1c1cccc([N+](=O)[O-])c1,,CHEMBL2398412
[225.0],Homo sapiens,1959800,169,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H](OCc2ccccc2)c2cc(F)ccc2[C@@H]1C(C)C,,CHEMBL3608316
[5100.0],Homo sapiens,1146335,169,CC#C[C@@H](c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)[C@H]1OC(=O)NC1=O,,CHEMBL1777878
[12890.0],Rattus norvegicus,29890,10514,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DICLOFENAC,CHEMBL139
[11670.0],Oryctolagus cuniculus,1568931,17056,COC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,,CHEMBL2398410
[407.38],Cavia porcellus,1470008,106600,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1[nH]cnc1Cl,,CHEMBL2234508
[30000.0],Homo sapiens,1159114,169,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc21,,CHEMBL1796068
[30000.0],Homo sapiens,2250028,169,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C)O[C@@H]2S1,,CHEMBL4110677
[588.0],Homo sapiens,1960692,169,CO[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21,,CHEMBL3609825
[30000.0],Homo sapiens,1380096,169,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,VIBEGRON,CHEMBL2107826
[25.1],Oryctolagus cuniculus,126777,17056,CC1=NC(C)=C(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)C(c2ccccc2[N+](=O)[O-])/C1=C(\O)OCC1CCCCO1,,CHEMBL80501
[100000.0],Oryctolagus cuniculus,1560413,17056,O=C1CC(=O)N(C2CCCC2)C(=O)N1CCc1cccc(Cl)c1,,CHEMBL2381008
[12200.0],Cavia porcellus,1471152,106600,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(-c2cc(=O)cc(-c3ccccc3)o2)cc1,,CHEMBL2235641
[3100.0],Rattus norvegicus,1972673,10514,COCCOc1cccc(F)c1CCN1CCC(CC(=O)N[C@@H](c2ccc(F)cc2)C(C)C)CC1,,CHEMBL3638046
[14.0],Oryctolagus cuniculus,626652,17056,CCOC(=O)C1=C(C)NC(COC)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1096378
[3300.0],Rattus norvegicus,225550,10514,CN(CCO)CCCN1C(=O)CSC1c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,CHEMBL138126
[7059.0],Homo sapiens,2769896,169,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N2)n1,,CHEMBL5198665
[30000.0],Homo sapiens,2497722,169,CCn1c(-c2cnc(C)nc2)nc2c(-c3cnc4c(c3)[C@](C)(NCC(C)(C)F)C(=O)N4)ncnc21,,CHEMBL4750385
[20.0],Oryctolagus cuniculus,627321,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccco2)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1098803
[30000.0],Homo sapiens,562219,169,CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,,CHEMBL551058
[0.2118],Cavia porcellus,1479015,106600,CCc1nc(Cl)c(C2C(C(=O)OC3CCCC3)=C(C)NC(C)=C2C(=O)OC2CCCC2)[nH]1,,CHEMBL2261187
[20400.0],Oryctolagus cuniculus,1560438,17056,CC1CCC(N2C(=O)CC(=O)N(CCc3ccc(Cl)cc3)C2=O)C1,,CHEMBL2381033
[300.0],Rattus norvegicus,226358,10514,COc1cc(OCCN(C)CCCN2C(=O)CSC2c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(OC)c1OC,,CHEMBL137352
[7000.0],Homo sapiens,2542548,169,COc1ccc(CCC(=O)O)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,,CHEMBL4848777
[13000.0],Homo sapiens,2214744,169,C[C@]1(C(=O)O)CCC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,,CHEMBL4074833
[520000.0],Cavia porcellus,381697,106600,CCC(C)c1ccccc1OC(=O)NC,FENOBUCARB,CHEMBL226650
[1.4],Oryctolagus cuniculus,127290,17056,CC1=NC(C)=C(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)C(c2ccccc2[N+](=O)[O-])/C1=C(\O)OC(C)C,,CHEMBL78656
[30000.0],Homo sapiens,685448,169,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,,CHEMBL1213603
[7.8],Oryctolagus cuniculus,127588,17056,CC1=NC(C)=C(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)C(c2cccc([N+](=O)[O-])c2)/C1=C(\O)OC(C)(C)C,,CHEMBL312103
[2.21],Cavia porcellus,1471753,106600,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccccc2)C1c1cnc(SC)n1Nc1ccccc1,,CHEMBL2236236
[570.0],Cavia porcellus,418414,106600,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,AMLODIPINE,CHEMBL1491
[34700.0],Cavia porcellus,618127,106600,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,PROPIVERINE,CHEMBL1078261
[20700.0],Oryctolagus cuniculus,1560322,17056,CC(CN1C(=O)CC(=O)N(C2CCCC2)C1=O)c1cccc(Cl)c1,,CHEMBL2380918
[30000.0],Homo sapiens,2567168,169,COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,,CHEMBL4873397
[28000.0],Oryctolagus cuniculus,1560284,17056,C[C@@H]1[C@@H](N2C(=O)CC(=O)N(CCc3ccc(Cl)cc3)C2=O)C[C@H]2C[C@@H]1C2(C)C,,CHEMBL2380881
[15848.9],Homo sapiens,1780417,169,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,,CHEMBL3311308
[7.0],Oryctolagus cuniculus,626976,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(F)c(F)c2)C1c1cccc([N+](=O)[O-])c1,,CHEMBL1098864
[6020.0],Cavia porcellus,40243,106600,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,SIPATRIGINE,CHEMBL28854
"[16000.0, 46900.0]",Cavia porcellus,557741,106600,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CISAPRIDE,CHEMBL1729
"[7.1, 78.8]",Cavia porcellus,699483,106600,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CLEVIDIPINE,CHEMBL1237132
"[5300.0, 12700.0]",Homo sapiens,451341,169,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,CILNIDIPINE,CHEMBL452076
"[15848900.0, 1995260.0]",Homo sapiens,14805,169,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,LAPATINIB,CHEMBL554
"[2200.0, 7000.0]",Rattus norvegicus,1972665,10514,COc1cccc(CCN2CCC(CC(=O)N[C@@H](c3ccc(F)cc3)C(C)C)CC2)c1,,CHEMBL3638038
"[3162280.0, 199526.0]",Homo sapiens,426660,169,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,NILOTINIB,CHEMBL255863
"[398107.0, 168900.0]",Homo sapiens,1788,169,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MOXIFLOXACIN,CHEMBL32
"[30000.0, 30000.0]",Homo sapiens,1624811,169,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,,CHEMBL3128178
"[228000.0, 228000.0]",Cavia porcellus,27629,106600,CN(C)CCOC(c1ccccc1)c1ccccc1,DIPHENHYDRAMINE,CHEMBL657
"[34.0, 38.4]",Homo sapiens,364520,169,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,TESTOSTERONE,CHEMBL386630
"[3100.0, 1200.0]",Homo sapiens,1376031,169,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,BARNIDIPINE,CHEMBL2103761
"[25118.9, 100000.0]",Homo sapiens,192908,169,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,DULOXETINE,CHEMBL1175
"[1.0, 2.9]",Oryctolagus cuniculus,419596,17056,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,CHEMBL193
"[80.0, 730.0]",Cavia porcellus,554892,106600,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],NISOLDIPINE,CHEMBL1726
"[4200.0, 1200.0]",Homo sapiens,418414,169,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,AMLODIPINE,CHEMBL1491
"[1300.0, 6000.0]",Oryctolagus cuniculus,1972676,17056,CC(C)(C)OC(=O)N1CC2CC(CN(C[C@H](O)COc3ccc(C#N)cc3)C2)C1,,CHEMBL3638049
