va,organism,molregno,tid,canonical_smiles,pref_name,chembl_id
"[1.4, 150.0]",Mus musculus,44882,10513,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,FANTOFARONE,CHEMBL285855
"[12000.0, 12000.0]",Rattus norvegicus,3281,10514,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,DAIDZEIN,CHEMBL8145
"[158489.0, 1023000.0]",Homo sapiens,5638,169,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,DOFETILIDE,CHEMBL473
"[15848.9, 251189.0]",Homo sapiens,421326,169,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,VARDENAFIL,CHEMBL1520
"[18000.0, 18000.0]",Cavia porcellus,1370,106600,CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27
"[10000.0, 5600.0]",Rattus norvegicus,255477,10514,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,QUINIDINE,CHEMBL1294
"[699.0, 533.0]",Homo sapiens,1959804,169,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12,,CHEMBL3608945
"[15600.0, 15600.0]",Cavia porcellus,255477,106600,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,QUINIDINE,CHEMBL1294
"[13800.0, 4900.0]",Homo sapiens,1449131,169,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,BENIDIPINE,CHEMBL2218858
"[42220.0, 7750.0]",Cavia porcellus,11005,106600,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CYPROHEPTADINE,CHEMBL516
"[1000000.0, 398107.0]",Homo sapiens,468656,169,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,PALIPERIDONE,CHEMBL1621
"[251189.0, 398107.0]",Homo sapiens,361469,169,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DASATINIB,CHEMBL1421
"[1300.0, 1300.0]",Cavia porcellus,5970,106600,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,THIORIDAZINE,CHEMBL479
"[4910.0, 320.0]",Cavia porcellus,1972663,106600,COc1cccc(/C=C/CN2CCC(=C3c4ccccc4C=Cc4ccccc43)CC2)c1[N+](=O)[O-],,CHEMBL3638036
"[1800000.0, 14500000.0]",Homo sapiens,85649,169,FC(F)(F)C(Cl)Br,HALOTHANE,CHEMBL931
"[1240.0, 1240.0]",Cavia porcellus,31171,106600,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,PRENYLAMINE,CHEMBL24072
"[158000.0, 158000.0]",Homo sapiens,38579,169,Cc1ccc(C(C)C)c(O)c1,THYMOL,CHEMBL29411
"[79432.8, 199526.0]",Homo sapiens,13048,169,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,SUNITINIB,CHEMBL535
"[1258930.0, 1584890.0]",Homo sapiens,38727,169,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,LAMOTRIGINE,CHEMBL741
"[54.0, 100.0]",Rattus norvegicus,1278,10514,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,DILTIAZEM,CHEMBL23
"[8200.0, 8200.0]",Homo sapiens,1074880,169,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,,CHEMBL1684585
"[10400.0, 10400.0]",Cavia porcellus,34234,106600,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,QUETIAPINE,CHEMBL716
"[30000.0, 30000.0]",Homo sapiens,1378032,169,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,OMARIGLIPTIN,CHEMBL2105762
"[30000.0, 30000.0]",Homo sapiens,1624821,169,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21,,CHEMBL3128188
"[437.0, 648.0]",Homo sapiens,1959806,169,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CCC[C@H]1c1ccccc12,,CHEMBL3608947
"[1709.0, 1709.0]",Cavia porcellus,6243,106600,CNCCCN1c2ccccc2CCc2ccccc21,DESIPRAMINE,CHEMBL72
"[30000.0, 30000.0]",Homo sapiens,565613,169,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,,CHEMBL552382
"[4.1, 33.0]",Mus musculus,45764,10513,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC,,CHEMBL33620
"[1800.0, 1800.0]",Cavia porcellus,27112,106600,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,PROPAFENONE,CHEMBL631
"[200.0, 1.0]",Cavia porcellus,507713,106600,CC1=C(C(=O)OC(C)C)[C@@H](c2cccc3nonc23)C([N+](=O)[O-])=C(C)N1,,CHEMBL487115
"[2310.0, 2600.0]",Rattus norvegicus,53616,10514,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,SERTRALINE,CHEMBL809
"[224000.0, 8400.0]",Rattus norvegicus,1427214,10514,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,CATHARANTHINE BASE,CHEMBL2163793
"[20200.0, 8000.0]",Cavia porcellus,27309,106600,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,AZELASTINE,CHEMBL639
"[4050.0, 8300.0]",Rattus norvegicus,605,10514,CN(C)CCCN1c2ccccc2CCc2ccccc21,IMIPRAMINE,CHEMBL11
"[4900.0, 4900.0]",Cavia porcellus,54722,106600,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,FLUVOXAMINE,CHEMBL814
"[5800.0, 8500.0]",Rattus norvegicus,16437,10514,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,ARACHIDONIC ACID,CHEMBL15594
"[103000.0, 103000.0]",Cavia porcellus,921,106600,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,PHENYTOIN,CHEMBL16
"[23200.0, 3750.0]",Rattus norvegicus,27072,10514,CN(C)CCC=C1c2ccccc2CCc2ccccc21,AMITRIPTYLINE,CHEMBL629
"[73000.0, 116000.0, 73000.0]",Cavia porcellus,7714,106600,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,RISPERIDONE,CHEMBL85
"[55.0, 50.0, 22.0]",Homo sapiens,419596,169,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,CHEMBL193
"[630.0, 30000.0, 74000.0]",Cavia porcellus,1278,106600,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,DILTIAZEM,CHEMBL23
"[250.0, 24100.0, 9600.0]",Homo sapiens,407549,169,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,NICARDIPINE,CHEMBL1484
"[14000.0, 14400.0, 30000.0]",Cavia porcellus,139895,106600,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,CIFENLINE,CHEMBL87045
"[11000.0, 57500.0, 11000.0]",Rattus norvegicus,2658,10514,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,GENISTEIN,CHEMBL44
"[375.0, 250.0, 375.0]",Cavia porcellus,19569,106600,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,TERFENADINE,CHEMBL17157
"[22.0, 9000.0, 22.0, 9000.0]",Rattus norvegicus,44882,10514,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,FANTOFARONE,CHEMBL285855
"[540.0, 480.0, 460.0, 410.0]",Homo sapiens,230321,169,COc1ccc(CCNC2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC,,CHEMBL343771
"[108000.0, 288000.0, 202.0, 250.0]",Homo sapiens,72035,169,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,MIBEFRADIL,CHEMBL45816
"[390.0, 260.0, 500.0, 270.0]",Homo sapiens,230130,169,COc1ccc(CCN(C)C2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC,,CHEMBL138302
"[150.0, 24000.0, 47000.0, 50000.0, 23500.0]",Homo sapiens,1219,169,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,VERAPAMIL,CHEMBL6966
"[211.0, 500.0, 211.0, 2600.0, 1550.0]",Cavia porcellus,112651,106600,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,BEPRIDIL,CHEMBL1008
"[69.0, 2.6, 50.0, 300.0, 50.0, 260.0]",Cavia porcellus,419596,106600,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,CHEMBL193
"[100.0, 790.0, 940.0, 100.0, 164.0, 600.0, 1800.0, 1500.0]",Cavia porcellus,1219,106600,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,VERAPAMIL,CHEMBL6966
