va,organism,molregno,tid,canonical_smiles,pref_name,chembl_id
[590.0],Homo sapiens,621088,165,CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,,CHEMBL1092649
[110.0],Homo sapiens,621024,165,CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,,CHEMBL1092259
[10715.2],Homo sapiens,1528791,165,Fc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,,CHEMBL2346968
[30000.0],Homo sapiens,1166332,165,Cc1ccc(S(=O)(=O)N2Cc3ccc(/C=C/C(=O)NO)cc3C2)cc1,,CHEMBL1808635
[32000.0],Homo sapiens,1342503,165,CS(=O)(=O)Cc1cc(N2CC3CCC(C2)O3)nc(-c2ccc3[nH]ccc3c2)n1,,CHEMBL2030448
[12000.0],Homo sapiens,2529198,165,COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5ccc6c(n5)NC(=O)CO6)CO[C@@H]43)c2n1,,CHEMBL4792607
[10000.0],Homo sapiens,1333902,165,CCC(NCCCC[C@@H](C[C@@H](OC)c1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1,,CHEMBL2012838
[7.0],Homo sapiens,1420355,165,COc1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,,CHEMBL2146861
[10800.0],Homo sapiens,1427635,165,CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(C#N)nc2Cl)CC1,,CHEMBL2164210
[1800.0],Homo sapiens,2182244,165,NCCCCN(Cc1nccc2c3ccccc3n(CC(N)=O)c12)[C@H]1CCCc2cccnc21,,CHEMBL3972873
[5011.87],Homo sapiens,435585,165,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(N7CCCCC7)oc6cc5CC4)n3C)cccc2n1,,CHEMBL255826
[79432.8],Homo sapiens,1727939,165,O=C(Nc1ccccn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,,CHEMBL3221528
[12589.2],Homo sapiens,1727914,165,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C#N)cn1,,CHEMBL3221503
[4080.0],Homo sapiens,1608350,165,CCCCCCCN(CC)CC#Cc1ccc(Cl)cc1,,CHEMBL3093964
